Latitude,Longitude
51.8936909295,-8.4578642626
51.8950170533,-8.4747574147
51.8949331392,-8.4865083735
51.8979509826,-8.4737423557
51.9069457622,-8.4829474131
51.8949274934,-8.4227956629
51.886138605,-8.4855420457
51.8901130399,-8.5146781075
51.9066017918,-8.4588382245
51.8969055027,-8.4789175092
51.8979526608,-8.4710838681
51.8882896591,-8.4826022693
51.9209828568,-8.474333491
51.9045446297,-8.4855079204
51.8865037939,-8.4663456959
51.8869770774,-8.4625598774
51.887608029,-8.4409981999
51.883069233,-8.5223382301
51.9051252061,-8.5076719324
51.8921498849,-8.4128196688
51.9028306565,-8.4532933582
51.8834899989,-8.4648477303
51.8779762539,-8.5277536305
51.8996512388,-8.4908886298
51.8877698622,-8.5058061846
51.8939325907,-8.4558040189
51.8984012484,-8.4712774152
51.9005414359,-8.4641809901
51.885849903,-8.4050355144
51.8860640906,-8.4054731436
51.8805930831,-8.4812564949
51.8878155438,-8.4407823689
51.8788306645,-8.5029759217
51.8982607846,-8.4771450364
51.8978998972,-8.4774898712
51.9069411477,-8.4209177692
51.8796874528,-8.5022739261
51.8925242846,-8.4643163011
51.9144042889,-8.4698317384
51.9076072946,-8.4497959925
51.9073208543,-8.458816488
51.9098968929,-8.4503565105
51.8811064403,-8.4765713919
51.8837207397,-8.4446634769
51.8889233041,-8.494504577
51.8987311273,-8.4959923256
51.8959112472,-8.4714111687
51.8978671458,-8.4699934249
51.8912368808,-8.4761265399
51.8947548242,-8.4132066876
51.8915734674,-8.4592662304
51.8935397816,-8.4973442084
51.8921527188,-8.4763395714
51.8982238392,-8.4751689134
51.8981854116,-8.4668007111
51.8792389222,-8.5247479677
51.8871949424,-8.4887196316
51.8766288006,-8.4836681505
51.9067278909,-8.458766858
51.9022654237,-8.4713614199
51.9013849833,-8.4757543319
51.8974440467,-8.4812911649
51.8909543677,-8.4401739602
51.8909605088,-8.4777940069
51.8981238761,-8.4709694387
51.8960115926,-8.4262196093
51.8961053648,-8.4833832479
51.8886551752,-8.4722503159
51.8894960602,-8.5014536374
51.8816568554,-8.4782472515
51.8860081671,-8.4060535795
51.8871810542,-8.4609643442
51.8956568735,-8.4675880094
51.8922475406,-8.4592585735
51.8909341623,-8.5056238163
51.8891014219,-8.4927490654
51.8838817173,-8.4400903815
51.9098011038,-8.4448191806
51.8947563785,-8.4879590982
51.8794960794,-8.5315324693
51.8786061585,-8.4472558815
51.8909069641,-8.459637091
51.8992921859,-8.4732189285
51.885051821,-8.5170457027
51.8927214675,-8.4801367816
51.8979414678,-8.480526528
51.8892032379,-8.494188108
51.8849904945,-8.4510807156
51.8800131942,-8.4435523186
51.8873936918,-8.4333710385
51.8976680405,-8.4635412463
51.8966539196,-8.4124105944
51.8808975698,-8.4377813254
51.8785750597,-8.5163470282
51.8974950653,-8.4260593143
51.8911431768,-8.4944998808
51.8945168925,-8.4487501785
51.8956529032,-8.4382442346
51.88665713,-8.4055075251
51.8866308191,-8.4053184806
51.8866214822,-8.4054200624
51.9071605781,-8.4467401671
51.907480143,-8.4730724526
51.8922032602,-8.4659543748
51.8983218776,-8.4708988709
51.8940799035,-8.4431097041
51.9015666897,-8.4862748993
51.8984944746,-8.4659177339
51.8820583789,-8.4445889932
51.8975678692,-8.463874342
51.9065528903,-8.4598548347
51.8892168479,-8.4909347591
51.8972734763,-8.4834393594
51.8942149907,-8.4775234598
51.8970692765,-8.4739800465
51.8881353395,-8.4171401509
51.9006486518,-8.4865991407
51.8836314009,-8.4766852178
51.8824644346,-8.4441573268
51.9072026439,-8.4474961611
51.8885394558,-8.4418642461
51.917457714,-8.4681340932
51.8883886656,-8.4976795294
51.8961630391,-8.4824686795
51.8795993673,-8.5164023217
51.9027837868,-8.4584361175
51.8914197613,-8.4992381492
51.8776428477,-8.5157845626
51.895522371,-8.5066195206
51.8881116409,-8.4665656679
51.9037088675,-8.5005221241
51.9005099306,-8.500399419
51.8866458729,-8.5101071196
51.8877962445,-8.4506294969
51.8963067265,-8.4241305416
51.906449525,-8.4632974098
51.8785222577,-8.4887127591
51.9074290239,-8.481252536
51.8814773912,-8.5061276885
51.8993133648,-8.4768801543
51.8955087055,-8.5056170329
51.8940242017,-8.455354637
51.8887334236,-8.435635195
51.9014861238,-8.5054080664
51.8861634542,-8.4838721042
51.8850151668,-8.4422073053
51.8917905426,-8.4814196226
51.9053303126,-8.4779899854
51.8867864506,-8.5271596229
51.8970980904,-8.4362971361
51.9022588151,-8.4774634217
51.8786025932,-8.5162166532
51.8768015383,-8.5331560542
51.8878427194,-8.4885523652
51.8955017562,-8.4924122992
51.889854476,-8.5038106352
51.9082746527,-8.4491923683
51.8963044926,-8.4629025674
51.8968516407,-8.4789024098
51.9018240792,-8.4892269843
51.9037113928,-8.4648238764
51.879066994,-8.4442255102
51.8839616517,-8.5377137676
51.8925559155,-8.4832580255
51.9162152182,-8.4687025062
51.8954141899,-8.4323150947
51.9002083784,-8.4733447753
51.9022026915,-8.4576456542
51.8820380776,-8.4861078204
51.8964281943,-8.485740063
51.9036983691,-8.4858620309
51.8975257451,-8.4766723825
51.8983835653,-8.4712045928
51.9022476244,-8.4713176475
51.8819881483,-8.4488868706
51.8873800472,-8.5002827063
51.9027660607,-8.4982015524
51.8858281513,-8.4974769807
51.885498,-8.5136668772
51.9028484625,-8.4533371241
51.8880070213,-8.4680169994
51.9016849342,-8.5155221834
51.8912695068,-8.4400172608
51.8908519719,-8.4932184796
51.889355795,-8.474581589
51.9138942774,-8.4532012523
51.8875800782,-8.4736478818
51.901792957,-8.4635982117
51.8957067983,-8.4235147779
51.910820581,-8.4217677856
51.9079617818,-8.4416188235
51.903076325,-8.4884996025
51.8897441412,-8.500178222
51.8833703851,-8.4398385054
51.8906524999,-8.4439765582
51.8986933289,-8.4022163844
51.9153544656,-8.4255597464
51.8785474004,-8.5205868791
51.9104026914,-8.4329094144
51.8961991094,-8.4088183228
51.9108020981,-8.4849359822
51.8971070774,-8.4362972231
51.8965742264,-8.467423205
51.8996254611,-8.497033651
51.8994307752,-8.4655061083
51.9022760229,-8.4776524778
51.8929039441,-8.4522057641
51.910843378,-8.451964439
51.8856432304,-8.4836196229
51.8911589948,-8.4431245635
51.8870022213,-8.4675708529
51.8869196261,-8.4702568981
51.8975385219,-8.473505584
51.9057344974,-8.4889933821
51.8935700307,-8.4702972344
51.9044216019,-8.4578861358
51.8977001965,-8.4757590098
51.9235288005,-8.4869190781
51.8934697444,-8.4356228712
51.8954735564,-8.4684867535
51.8799954158,-8.503816644
51.8858539624,-8.4782336812
51.9113927988,-8.4397778786
51.8851810238,-8.4910650882
51.8951070559,-8.4657229216
51.8994203357,-8.4726391614
51.9034526651,-8.4866003668
51.9050522639,-8.457485716
51.9205369604,-8.457555827
51.9032722661,-8.4779826794
51.9064385971,-8.4794983442
51.8996485025,-8.4717698808
51.8801100856,-8.4872487641
51.8945784738,-8.4698283912
51.8974077395,-8.4769616778
51.8780363782,-8.495300002
51.8976642929,-8.406144078
51.9201551321,-8.4745573233
51.8772090272,-8.5304890634
51.9044863242,-8.4385190415
51.9032816244,-8.4575258523
51.8913262706,-8.4416591627
51.8914818524,-8.4887225371
51.9164130622,-8.4731662898
51.9163150243,-8.4729617939
51.8831561526,-8.5086444209
51.8907951309,-8.3964520944
51.8960423432,-8.4733135273
51.8958087914,-8.4201310299
51.8949098669,-8.4678562599
51.8753243605,-8.4795885423
51.8981440732,-8.4771147458
51.8882623721,-8.4715926104
51.8791165338,-8.5054767736
51.8926237196,-8.4383745613
51.8986574102,-8.5006693984
51.8910832627,-8.458215426
51.8968577557,-8.4719279483
51.8918726716,-8.4699890154
51.8820555117,-8.4862387085
51.9021602405,-8.4818064617
51.8946629178,-8.4621158127
51.8971242684,-8.3984834537
51.8938917938,-8.4183700369
51.8898595535,-8.4699825495
51.9036226352,-8.4780154549
51.8909691214,-8.4434277236
51.9072230267,-8.4766587468
51.8967404874,-8.4548010056
51.9023862139,-8.4589841656
51.8929583652,-8.5155095158
51.8894668301,-8.443805109
51.8887079268,-8.4879662428
51.8891730128,-8.4928224707
51.9013139311,-8.4821751512
51.8913426779,-8.4699253881
51.9098845132,-8.4512427892
51.8948779214,-8.4507003043
51.9055293683,-8.4886133807
51.884528592,-8.4589766155
51.8795092032,-8.4389440789
51.8978172018,-8.4757166632
51.8898282287,-8.495168118
51.8971493796,-8.4808231506
51.9029857844,-8.4596440772
51.8996178585,-8.4771448789
51.8990773768,-8.4729987569
51.8997383152,-8.4740226499
51.8898854333,-8.4448114375
51.874461958,-8.5397058732
51.8959037429,-8.4886833298
51.8891557958,-8.4482809667
51.8994702942,-8.5036857006
51.899256472,-8.4731604424
51.9086856058,-8.4727799657
51.909650208,-8.4364096774
51.8915489263,-8.4941847758
51.8794263067,-8.4442726141
51.8922298151,-8.4683223065
51.9134609027,-8.432212194
51.9052599585,-8.4753884209
51.9120935343,-8.4251656364
51.8905326392,-8.4922127625
51.8816887251,-8.4923195209
51.8984566895,-8.4108871803
51.9081590611,-8.487305085
51.8826587961,-8.5134893057
51.9002147941,-8.4739840783
51.8871157826,-8.4638539237
51.886308611,-8.4023092049
51.8959082694,-8.4199576373
51.887245183,-8.4896061347
51.8839008978,-8.4421673304
51.9090387753,-8.4918773155
51.8880990844,-8.49173594
51.8794339476,-8.5213086631
51.8991870272,-8.4725495477
51.89785314,-8.4801478757
51.8925347657,-8.4308203905
51.8918280397,-8.4832356958
51.8965549088,-8.4855235252
51.8890651098,-8.4928358155
51.913244267,-8.4722465279
51.8837431896,-8.5100597544
51.9035654331,-8.4721450666
51.8863801989,-8.4328093985
51.8995052043,-8.4761122083
51.8809464623,-8.4391323327
51.8895337801,-8.5135530948
51.8998865955,-8.4795738969
51.8908137391,-8.4650685074
51.8957036847,-8.4783091455
51.8957844484,-8.478339056
51.8802315006,-8.5157125213
51.9179577579,-8.4666859116
51.8957517852,-8.423500674
51.898568044,-8.476726991
51.8879046579,-8.5099761225
51.9041904249,-8.4210954791
51.8916260296,-8.4664713185
51.897772518,-8.4689319456
51.8886144967,-8.4362004943
51.9012943107,-8.4976913118
51.8930177159,-8.5038750458
51.9140625535,-8.4467940973
51.8881843078,-8.4949902934
51.885250824,-8.429530827
51.8854112639,-8.4298954379
51.888903816,-8.4991231373
51.8900396059,-8.4875884892
51.9008875598,-8.4831439846
51.8793442733,-8.444576754
51.8844113216,-8.4474151305
51.9100314737,-8.450415981
51.8876585743,-8.4466630624
51.8857212197,-8.4187008615
51.8969980803,-8.462502935
51.8860384878,-8.4658325597
51.8797323871,-8.5022744266
51.8939966491,-8.4847696604
51.8880515394,-8.4726216202
51.8833516427,-8.5049869152
51.9112061776,-8.4739834849
51.9045930018,-8.50603863
51.8974179505,-8.4744340565
51.8907736383,-8.5074231223
51.9031572065,-8.4885004795
51.8908657588,-8.5069012564
51.903272384,-8.4779536225
51.8966359404,-8.4608867299
51.8813577637,-8.5292454121
51.8978026874,-8.474859399
51.8871974598,-8.4426353808
51.9022811164,-8.4830136407
51.9063005962,-8.4241083884
51.8981605787,-8.4707809659
51.886987864,-8.5263341191
51.8818844134,-8.4501637882
51.9012812445,-8.4900927961
51.886149598,-8.4937044026
51.8943181965,-8.4895958131
51.8849641455,-8.5041045397
51.9006924451,-8.4868756502
51.9051554602,-8.4563679797
51.9117593995,-8.4903230594
51.9030679617,-8.4839955197
51.8808806628,-8.5090398857
51.9159299322,-8.4726234869
51.9080481112,-8.4543630017
51.896873991,-8.4033623031
51.9015263696,-8.4851557689
51.8849217665,-8.4549286609
51.8790666653,-8.4443126345
51.8944842673,-8.4950159058
51.8971225973,-8.5023084351
51.8990438203,-8.4724027688
51.8770920678,-8.5305167288
51.892296907,-8.4487861768
51.8932434759,-8.4755231269
51.8981333313,-8.501331837
51.912054861,-8.4862573421
51.8843135742,-8.4375530824
51.8762911379,-8.4914184121
51.898657327,-8.4724132445
51.9112064793,-8.4694205579
51.8854356363,-8.5155977706
51.8982234805,-8.4685298703
51.9039770017,-8.4543364713
51.9036438145,-8.4545074614
51.8788583073,-8.5028164967
51.9012037676,-8.48274058
51.8808740529,-8.4784712982
51.8992949861,-8.4725216243
51.8943043574,-8.4431700156
51.8869939505,-8.444172906
51.887838342,-8.4513706459
51.8831410631,-8.5223535849
51.8838489379,-8.4487746922
51.8930538881,-8.4712650752
51.8939121542,-8.4301798859
51.8862301416,-8.5229267502
51.8860948755,-8.4442657122
51.889843386,-8.4558062413
51.9029455586,-8.4653099597
51.891697141,-8.4112177381
51.8995013144,-8.5029887057
51.8972436487,-8.473081199
51.9040131573,-8.4657859238
51.8991289894,-8.4758031508
51.8871096642,-8.5150504857
51.8787904471,-8.4483802129
51.8849876561,-8.4073214966
51.8901795337,-8.5148618785
51.8963641426,-8.4881427651
51.9003838778,-8.4909793891
51.8841228415,-8.5093085257
51.8938259049,-8.4561505885
51.8954221061,-8.4878470994
51.9030124406,-8.4824829743
51.8830670223,-8.4486969492
51.8977989109,-8.4755737733
51.8817172977,-8.4918335551
51.9062873272,-8.4523833651
51.8940304857,-8.4031832024
51.8899068624,-8.539621312
51.8821545522,-8.4533094902
51.9112994562,-8.4868763072
51.8860529559,-8.4449027415
51.8944231764,-8.4918687888
51.8825749068,-8.5038310734
51.8908484545,-8.5068752906
51.891848669,-8.4705308143
51.8962536365,-8.5117710716
51.8882701845,-8.465476318
51.8889967837,-8.5085567308
51.8768324996,-8.528946138
51.8843293506,-8.4374438432
51.8906236658,-8.5155091678
51.8987102317,-8.4626874489
51.8925978747,-8.4391351881
51.9040065115,-8.4857265622
51.9020539193,-8.4534152611
51.8992388243,-8.4715302015
51.9106065247,-8.4329557252
51.8838261402,-8.4445566624
51.8982402729,-8.4441885408
51.9012482687,-8.4732348079
51.8931931141,-8.5116814721
51.8899328339,-8.4619489828
51.8877688965,-8.4970911662
51.8906248353,-8.4922540417
51.8879087121,-8.5150317792
51.8986496744,-8.4746395821
51.8931260702,-8.4863993358
51.8917539497,-8.4816067714
51.8930032404,-8.4739856806
51.889920117,-8.4336963079
51.8906335586,-8.4129097822
51.9088962595,-8.4557009807
51.9150670166,-8.4663706885
51.9099805657,-8.4759526675
51.8878462714,-8.4164919356
51.8891009412,-8.4927863725
51.8803899898,-8.4766471064
51.9058087801,-8.46165143
51.8835808618,-8.4928352469
51.878989971,-8.444054253
51.8892433401,-8.5165625227
51.910478893,-8.4277598961
51.8993165009,-8.5035956616
51.9000393364,-8.4785157983
51.8796027603,-8.4807301794
51.8939135202,-8.4288025826
51.8913247186,-8.4020328058
51.9054852054,-8.4625257693
51.8979744871,-8.470991436
51.8832413346,-8.517658579
51.8834545299,-8.4386735156
51.8897631763,-8.5002388077
51.8849754955,-8.495191486
51.9164573759,-8.476230025
51.9086643581,-8.4429168698
51.8855425309,-8.3966967531
51.9008734041,-8.490104904
51.8936632774,-8.4710420856
51.8813538741,-8.450176947
51.9011606591,-8.4663272656
51.8851006035,-8.4422015482
51.8961410581,-8.4823411513
51.887066884,-8.4550710184
51.9119312176,-8.4639137549
51.8808083138,-8.4425267017
51.892446178,-8.431537984
51.892392077,-8.4315312786
51.8898787747,-8.5016673006
51.8910609022,-8.4841563029
51.9057480152,-8.4334647533
51.8919540526,-8.481854396
51.8784869074,-8.5178601487
51.9005931146,-8.500437213
51.9061870708,-8.4237218224
51.9033545111,-8.5062351737
51.9112981924,-8.4925229183
51.8851222637,-8.4527087243
51.8998697731,-8.4780719942
51.8925467399,-8.4553263949
51.8971819593,-8.4469970615
51.9062391463,-8.4232931273
51.9052987899,-8.475454428
51.9032286744,-8.486317812
51.8905312223,-8.4927562553
51.887677089,-8.4332903858
51.8958363902,-8.4336682171
51.8889726801,-8.457259367
51.906162496,-8.4430481181
51.9014112538,-8.4688246074
51.9009868537,-8.4672889861
51.8966129345,-8.4608577768
51.8929761008,-8.4316858421
51.8902158829,-8.4612524907
51.8824189252,-8.4584007047
51.900876347,-8.4907686329
51.9009437069,-8.4831602518
51.9089031142,-8.4540120723
51.90590111,-8.4613450355
51.9191513007,-8.4640858547
51.8877633913,-8.4435651756
51.888389476,-8.4798391632
51.8957907666,-8.4850146832
51.8865936766,-8.4045983805
51.8954664911,-8.4206172907
51.8925854219,-8.4308198474
51.8901622584,-8.4589928253
51.9204177763,-8.4774030238
51.8777994476,-8.4431314043
51.9046578218,-8.4854569342
51.8898366294,-8.4881455216
51.9144507378,-8.4907946439
51.8862889704,-8.4553524833
51.8809859076,-8.5040662596
51.9014088793,-8.4686602413
51.8906376758,-8.4602814035
51.8912136491,-8.4832873401
51.8890299279,-8.5011752858
51.8954165806,-8.4953324458
51.9124879328,-8.4278920338
51.8911494868,-8.4752594217
51.8878579266,-8.4151370871
51.9053149858,-8.4772617125
51.8874003079,-8.4478539846
51.9040447509,-8.4858246209
51.9118218079,-8.4274669863
51.8810256392,-8.5259462418
51.8916728286,-8.4942203452
51.8910827243,-8.4387305763
51.9012842078,-8.4710548657
51.8908514366,-8.4922608116
51.9004275123,-8.4864654701
51.885304671,-8.4295234061
51.892038933,-8.4586762993
51.8921800246,-8.458579093
51.8848009579,-8.4432398727
51.892290142,-8.5116614303
51.8903647158,-8.5039039743
51.8912617878,-8.4689860694
51.9095551279,-8.4257933787
51.8959665547,-8.4143166279
51.8827432664,-8.4799855768
51.9139584213,-8.4267341984
51.8983748779,-8.4011142252
51.8982348158,-8.4004101517
51.910018745,-8.4759537625
51.8837857464,-8.4032856754
51.9169486681,-8.4769422215
51.900831097,-8.4907705846
51.8784220055,-8.4438746928
51.8958633758,-8.459436652
51.8878396478,-8.5087918933
51.8824237206,-8.529584792
51.8886310037,-8.4985970103
51.8974830934,-8.470020644
51.8926462779,-8.4391031553
51.8911033104,-8.4940031755
51.8910343528,-8.4940647801
51.8950772419,-8.4943162299
51.8992690923,-8.4775467291
51.8912060949,-8.4206559916
51.9138418217,-8.4777001865
51.8969290049,-8.5057787014
51.8927898119,-8.4391055388
51.8813617886,-8.4438102856
51.9025752253,-8.4686525057
51.9103705094,-8.4649104567
51.8862882286,-8.3942551014
51.8793711417,-8.4445014277
51.9149031598,-8.4792064089
51.8979974757,-8.4629074902
51.8976642547,-8.4799664441
51.89333482,-8.4281727329
51.9118728746,-8.4331718938
51.8965039042,-8.4855615445
51.8919095888,-8.5030334629
51.8998475934,-8.4691366409
51.9229184366,-8.4764261406
51.9036055852,-8.4549592117
51.9025361412,-8.4578477257
51.9086231848,-8.4456446012
51.8954763285,-8.4128650736
51.8971726555,-8.4315411074
51.8965741832,-8.4691028259
51.8970357177,-8.4760602414
51.8764411689,-8.4794553884
51.8948309449,-8.5002974499
51.8872010654,-8.484784073
51.9188099757,-8.4738801752
51.9008910247,-8.4945726222
51.9011296372,-8.4706850081
51.8968128153,-8.4788611902
51.8967986413,-8.4788624703
51.8903175129,-8.4880609097
51.909825795,-8.426070014
51.8887974389,-8.4650386146
51.8962219468,-8.4180398681
51.8838523303,-8.473632328
51.910129151,-8.487890505
51.8850141048,-8.5039740638
51.8905820589,-8.4920781829
51.9035271151,-8.4766175039
51.8997983127,-8.5035162618
51.9052112489,-8.429091965
51.9038975764,-8.4627095766
51.8956474108,-8.4046512815
51.8999989028,-8.4779849126
51.8846223494,-8.521404037
51.8996782153,-8.4695394517
51.895950201,-8.4342272444
51.892909281,-8.4285522386
51.8814177262,-8.5160024333
51.9063869855,-8.4525364064
51.8939402509,-8.4284195921
51.9081790352,-8.4951054858
51.9050751541,-8.4300285095
51.8819524634,-8.4920181701
51.8942073985,-8.4808220254
51.8898106222,-8.4265870425
51.8765565319,-8.4950292021
51.8934305584,-8.4834952724
51.9000007876,-8.4790725421
51.896454828,-8.4051234906
51.8838520432,-8.4033909053
51.9134323261,-8.4784824482
51.9221028476,-8.4844814283
51.8796467651,-8.5254282112
51.8931535,-8.45214576
51.8981392741,-8.4738270173
51.8930767363,-8.4535326527
51.8849285934,-8.4511221809
51.8861544016,-8.4365302472
51.8881980596,-8.5116967202
51.8860858774,-8.4843379349
51.8882790702,-8.4739118393
51.8999400902,-8.4792783947
51.9079639248,-8.4541970511
51.9054314214,-8.4556989348
51.9012542524,-8.4672853314
51.8954564654,-8.4307614878
51.8904679834,-8.5049184506
51.9069935792,-8.4465285424
51.8888327477,-8.5045972514
51.8966766005,-8.3952515928
51.8986654975,-8.4725308953
51.9051364587,-8.4563555014
51.8800376615,-8.4990521788
51.9017874002,-8.47966431
51.8824808,-8.4377987079
51.8955903767,-8.4015471553
51.887646729,-8.4976022693
51.8898325599,-8.5003767472
51.8845952705,-8.4016154052
51.9028810038,-8.4533179235
51.884873742,-8.4438355461
51.8931051379,-8.4035413528
51.9055838497,-8.4584740457
51.8923814896,-8.4454216494
51.8957115743,-8.51393373
51.905774054,-8.4337311552
51.8898149217,-8.4560114842
51.9162642855,-8.4719638485
51.9063804764,-8.4993822767
51.8780333665,-8.5268664697
51.8820176012,-8.4413666264
51.8930418921,-8.4400786439
51.8824015297,-8.4809091661
51.8981832573,-8.4662111692
51.9033491795,-8.4661513759
51.8871961024,-8.4480789785
51.9154902977,-8.4779788838
51.9066319064,-8.4588391497
51.8813641756,-8.5106306318
51.8787381112,-8.5318365881
51.8895319669,-8.4423615346
51.89952744,-8.449387162
51.9118019652,-8.4734223515
51.8880123476,-8.3946401671
51.8907123007,-8.4680704196
51.8998918409,-8.4780271394
51.8972158065,-8.4746690699
51.8869654927,-8.4802714562
51.8824148597,-8.4797040692
51.8930389509,-8.4626390814
51.9015292295,-8.4833710636
51.8984759511,-8.4684139819
51.8848003285,-8.5123861842
51.9202576769,-8.4774106983
51.8957147149,-8.485020365
51.9007894123,-8.5004321359
51.8833725149,-8.4381575681
51.8977568092,-8.4709586202
51.8893881139,-8.5010604161
51.8956787218,-8.4486347739
51.8860873904,-8.3998771411
51.8890254655,-8.4732690046
51.8940023721,-8.4993584459
51.8977857613,-8.4709614559
51.8963706915,-8.4738596704
51.8954080347,-8.4314144832
51.8923951022,-8.4755477431
51.9058925704,-8.4764178781
51.9110960566,-8.4259144503
51.8976193473,-8.4798719697
51.9057797878,-8.4706541524
51.8935917381,-8.4639122626
51.8888940559,-8.4204683906
51.9171334859,-8.4716452375
51.8883726369,-8.4422200581
51.9128015493,-8.4904240819
51.885147034,-8.4599831911
51.9073996738,-8.4439139771
51.9121446705,-8.4923758007
51.9047232875,-8.4890355417
51.9110286004,-8.4739525351
51.8903500862,-8.4226254052
51.9030547348,-8.4824770911
51.8969253064,-8.4727489016
51.898552694,-8.4768553945
51.898500553,-8.4989622733
51.8941304409,-8.4738988739
51.8745031259,-8.5397020659
51.9074362099,-8.4524881469
51.899096954,-8.4735445042
51.8876447029,-8.4524752924
51.8982135122,-8.4725592973
51.8958976582,-8.406328415
51.8903669572,-8.4456918068
51.9017293054,-8.469900109
51.8968174958,-8.4149226179
51.9145773222,-8.4286253849
51.9104984345,-8.4969825497
51.896412148,-8.4261605806
51.8887980588,-8.5363940958
51.8893585865,-8.4423740476
51.9178000159,-8.471946491
51.8833205891,-8.5086417135
51.9035470426,-8.4721801238
51.889240035,-8.5327824856
51.8947358947,-8.4621738814
51.884902072,-8.4951032396
51.9104723137,-8.4268685515
51.8989649691,-8.4727414474
51.8988927095,-8.4727045913
51.8997499815,-8.5034880496
51.8978113054,-8.477319422
51.8950078158,-8.4942895564
51.8862924596,-8.4674479368
51.895186199,-8.5026741233
51.8925804352,-8.4874538644
51.8899624917,-8.4552999762
51.8857800667,-8.3966827293
51.9016742402,-8.4813235446
51.8824455921,-8.4743679453
51.8983921529,-8.4705858635
51.8873011852,-8.4072315232
51.8851189678,-8.5103942345
51.9013968349,-8.4895606373
51.8916410829,-8.4425840652
51.8973714256,-8.4784862774
51.8994833066,-8.4745770225
51.9120290268,-8.4900997562
51.8996475915,-8.4761007577
51.8767919285,-8.5356374644
51.886843296,-8.4723880212
51.8881864229,-8.4938288871
51.891816897,-8.503163012
51.8967593169,-8.4744045287
51.8909716222,-8.4948237744
51.8817024132,-8.4534228072
51.8978512881,-8.4998322868
51.9031830711,-8.4884074563
51.9051390229,-8.4836319701
51.89267425,-8.4832491607
51.8830321598,-8.5256465318
51.8945378215,-8.498264501
51.8862393084,-8.4593079414
51.9074635072,-8.452493619
51.8849561837,-8.4888390673
51.9145452312,-8.4286254027
51.8919684175,-8.4715570024
51.8816312213,-8.4851974794
51.9013589512,-8.5137188843
51.88858779,-8.5285501817
51.906750827,-8.5149121151
51.896257002,-8.4579956249
51.8893971686,-8.507573195
51.8905971447,-8.4143477952
51.886622622,-8.5336030837
51.9110154796,-8.4629059347
51.8993849046,-8.4730030595
51.9103323469,-8.4732557886
51.8995076198,-8.4655278494
51.8912478638,-8.454818168
51.9021750965,-8.4712235008
51.898816436,-8.4723141364
51.901191514,-8.4663235798
51.887055251,-8.4549138472
51.8860827403,-8.4353889458
51.897692957,-8.4333516307
51.8938849214,-8.4420205835
51.8869009255,-8.5193530997
51.904000794,-8.4778488086
51.8895895279,-8.4497994252
51.8979441285,-8.4717955972
51.8962042263,-8.4753129018
51.8962274754,-8.4750972404
51.8806207472,-8.5284488942
51.8957633224,-8.4323822
51.8767920308,-8.4779910284
51.8948537831,-8.4659037179
51.9117381736,-8.4274492027
51.897994014,-8.461642851
51.8938542741,-8.4533459564
51.9091405324,-8.4513222883
51.9017479225,-8.4689533617
51.8778135194,-8.4702588242
51.8819650468,-8.5215394096
51.8964995065,-8.4774143768
51.8900680317,-8.4251134651
51.8884919397,-8.4512594577
51.8926086156,-8.5147285682
51.8869156233,-8.5180177309
51.8846727131,-8.4382473615
51.9039213965,-8.4469199388
51.8976309278,-8.5045849073
51.8879346105,-8.4726234593
51.9010382709,-8.4700801139
51.9155790648,-8.4588324546
51.8868173489,-8.5075949929
51.9113937018,-8.4647183694
51.8812584136,-8.5104562755
51.9074759407,-8.4721884546
51.9044023244,-8.4004230668
51.8975991239,-8.4697947413
51.8807363673,-8.5328653187
51.8927889572,-8.4252489486
51.8967730489,-8.4218634426
51.8838916739,-8.4405261089
51.8921614075,-8.4858007182
51.9061374799,-8.4728562419
51.8880620504,-8.515441382
51.8987589838,-8.4761716549
51.8912477481,-8.4549123137
51.8963636031,-8.4708811317
51.8989092147,-8.4816145284
51.8999733714,-8.4692163244
51.8780004649,-8.5024417722
51.8876000893,-8.4702918486
51.8837468168,-8.446777066
51.882347465,-8.5201422825
51.883468541,-8.5146381005
51.8862188368,-8.4848985407
51.9043542701,-8.4592210228
51.8852065651,-8.5134714809
51.8957707866,-8.5052590813
51.893393191,-8.4521367587
51.8981465742,-8.4662165607
51.888691974,-8.531972597
51.8958981715,-8.5036495806
51.8972698406,-8.4746164347
51.8921559347,-8.5064172154
51.902883019,-8.4682625
51.891261706,-8.4553421709
51.8788373997,-8.5251491463
51.9013367092,-8.4722558939
51.8837129663,-8.418106837
51.8782480272,-8.4854095403
51.8919506076,-8.471556608
51.8814945848,-8.4453384374
51.9184620055,-8.450411253
51.8858635765,-8.4780379117
51.895220102,-8.4360381085
51.9105148016,-8.4276460847
51.8906388758,-8.4857934152
51.8928658002,-8.5126343692
51.8902364036,-8.461635563
51.8900696066,-8.4614853731
51.8815921845,-8.4515545486
51.8797414227,-8.4518074065
51.9066364607,-8.4422028175
51.8835069529,-8.4824794912
51.8871211263,-8.4549909954
51.8973135124,-8.3981601384
51.9174038792,-8.4724804308
51.8836740402,-8.4651103388
51.8851313972,-8.5213159533
51.8948009837,-8.4798446671
51.8956826133,-8.4234849908
51.886733636,-8.4421570388
51.9109959339,-8.4847179427
51.8909048809,-8.4948385896
51.8998257674,-8.5034576879
51.9058902319,-8.4616223664
51.9037672825,-8.4721199863
51.9027224807,-8.4779957135
51.9100042626,-8.4503989738
51.8809250717,-8.4724618239
51.9036109766,-8.4466531779
